bias,text
neutral,"If you missed it, my opening statement from today's #FISA hearing is up on my YouTube page: http://t.co/UeqW5uQsFQ #HJC113"
neutral,"New @AECFKidsCount report finds 23% of U.S. children live in poverty: http://t.co/fl8Qx5GMqy We can do better, we must do better. #KidsCount"
neutral,"RT @RecoveringPol: We have 68 @NoLabelsOrg problem-solvers -- amazing. How many Congressmen do we need for critical mass, and how do we get‰Ű_"
neutral,Proud to #StandWithPeggy. Pregnant workers shouldn't have to choose between a healthy pregnancy and a paycheck. http://t.co/QtUrgQRr1Z
neutral,#SpendingIsTheProblem: What Could You Do With Your $52K Share of the National Debt? http://t.co/RJ7npKc6ds
neutral,Glad to meet with the Olson family of Bismarck to talk about their efforts to raise awareness about juvenile diabetes http://t.co/T7Ak3PrAeD
neutral,ICYMI: Here's a replay of me on the @brianthomas1 show on @55KRC last Tuesday. Got a question? Tweet me! http://t.co/l9wCkaQ7sb
neutral,#PreKForAll is part of my #OpportunityPlan to empower working women to thrive in 21st Century economy. #InvestInKids http://t.co/2e1ut4RR2Y
partisan,We can effectively combat terrorism without sacrificing the civil liberties which make us free. #ResetTheNet http://t.co/4xjnXKoOEK
neutral,"As a social worker, I know impact a teacher can have in life of a child ‰ŰŇ inspiring students &amp; challenging them to be all they can be."
neutral,Tune in to @FoxNews at 12 ET - I'm joining America's News Headquarters to talk about the #debtceiling
partisan,Proud to support @RepDaveCamp's bill to stop the Administration from implementing new rules that unfairly target their political enemies.
neutral,BREAKING NEWS: I made my prediction for the 2013 @NCAA #Championship last night on the @MSNBC...OH http://t.co/8FbBpnPatt @OhioState @edshow
neutral,New report shows how gov't could save billions by ending handouts to agribusiness: http://t.co/QsXQsNDpku #corporatewelfare #cropinsurance
partisan,Americans must be able to voice their political and religious views without fear of reprisal from the government. http://t.co/chknj5Q6zW
neutral,Today I teamed up with @charactersunite to help raise awareness on the issue of bullying http://t.co/ismr340S2I
partisan,We've heard Republicans say they want to close loopholes--let's start closing them!
neutral,@CALinnovates Thank you for the time and the insight!
neutral,"The 87121 zip code has the most foreclosures and most abandoned, foreclosed properties. There is help. Come to West Mesa High School today."
neutral,RT @housescience First astronauts introduced by #NASA -- READ more @ This Day in History -- 4/9/1959 http://t.co/F5Eb8JPkHX
neutral,Pls join me in celebrating #PrideMonth -- Very glad that NY was among the first to get on the right side of history https://t.co/S6AwB2WsUL
neutral,RT @SenLeePressSec: WATCH: @SenMikeLee's town hall meeting in West Jordan is streaming here: http://t.co/eKds7LYqgQ‰Ű_ #utpol  #leetownhall
partisan,"By blocking #immigration reform, House Republicans are single-handedly hurting our economy. #TimeIsNow http://t.co/OiSJKpPGTs"
neutral,Honored to meet father &amp; son veterans SSgt Gregory Juedes &amp; LCpl Alex Juedes - thank you for your service! http://t.co/1cMCDy58Ar
neutral,"Arrivd frm visitg troops in Afghanistan.These soldiers guard freedoms we enjoy
Never forget to give thanks in evryway http://t.co/mTlWS8Os8l"
neutral,TOMORROW: Staff will hold local office hours in Campbell &amp; Buckingham Counties to assist with federal agencies: http://t.co/5iewqO70io
partisan,1 vet lost in #VA is too many but to have 1.700 ignored is a violation of every principle we promote 2 protect them http://t.co/GihNxltn8z
neutral,We need to work with the Corps of Engineers to get quality work done in a timely manner. Lets get these projects moving. #WaterResource
neutral,I'm proud to help outstanding young men &amp; women from across NC who want to attend 1 of our nation's 5 prestigious service academies
neutral,@TobinWilliamson Thanks for sharing your view.
partisan,VA chief Shinseki has a lot to explain: Our view http://t.co/uZ6dxYus2i via @usatoday
neutral,Stand up for your 2nd amendment rights by signing the petition at http://t.co/8wkqCIf4Zj. #stopatt
partisan,SCOTUS gets it right and allows pro-marriage equality rulings to stand! Great day for justice for families in Virginia and 10 other states.
neutral,.@patriotmom61 I have voted against aid for Libya &amp; Egypt.  Must prioritize spending 4 US needs &amp; not 4 those countries who work against us.
neutral,Please DM me your number. I'd like to help. RT @CrankyNurseNJ: Animal control said they can't do anything either! WHO CAN HELP THIS POOR DOG
neutral,"Great news! Pease officially selected to receive new KC-46A tanker ‰ŰŇ big win for NH jobs, economy &amp; natl security: http://t.co/swWzKgX1yt"
neutral,"W/students frm my alma mater @SouthwestEagles, @westmiamimiddle+#Southside Elementary 4 @MDCPS Hall of Fame Induction http://t.co/cLO0KiHIxx"
neutral,@LesWinan it isn't (you just tweeted us after all) so please feel free to add your voice to the conversation
partisan,"Three years ago, President Obama weakened this country and our economy with Obamacare. After spending more than $2... http://t.co/wgeOQHtnDc"
partisan,.@KentuckyBAEO and Pastor Jerry Stephenson are working hard to promote school choice initiatives in #Kentucky.
partisan,"No Budget, No Pay is a common-sense idea: Members of Congress do not get paid until they do their job and pass a budget http://t.co/4ESemOHq"
partisan,#POTUS is not credible to determine the best interests of  #Israel: http://t.co/6Jyq2kV5
neutral,Congratulations to Mitchell Technical Institute and @LakeAreaTech on being named two of the 150 best community colleges by @AspenInstitute!
partisan,Burden of student loan debt affects a borrower‰ŰŞs ability to buy a home or plan for retirement. We need to do something about it. #FairShot
partisan,It's a great day to be in Southeast #AR1. We're discussing the 2014 #farmbill implementation in Lake Village this AM. http://t.co/CQ4UNlxEYM
partisan,"Murray on 20wk abortion ban: ""No matter who introduces it, it is not going anywhere in the Senate"" http://t.co/wNA5B3LBdP #standwithwomen"
partisan,Now we need to #StopTheSequester and pass a #BalancedBudget that puts #NY18 families back to work!
partisan,"POTUS: ""I am optimistic that we can get immigration reform done this year""."
partisan,Read my statement on #EPA ‰ŰŞs new rules for existing power plants here: http://t.co/WwIi2nEezc
neutral,This guy ... #CA49 http://t.co/ilntQltMX0
neutral,ICYMI: @cnnkyra &amp;I discuss my legislation on @AC360 that will battle child sex predators in the workplace WATCH HERE: http://t.co/xW9V2l2VSl
neutral,March 3rd is the deadline to apply for federal student aid. Visit http://t.co/T8tNG0GV and get started today. #FAFSA #Education
partisan,U.S. can benefit from UAS technology without sacrificing our safety or personal privacy. This is a responsibility I take very seriously.
partisan,Calling for hearing after recent train derailments. 21st century economy needs 21st century transportation network to protect communities.
neutral,I posted photos on FB from today's Mexican American Student Association celebration in the Bronx. http://t.co/wEkWTuGPob  @HispanicCaucus
neutral,Watch my speech on #MarketplaceFairnessAct here: http://t.co/CcwHx3cHWG
neutral,"RT @RayLaHood: New locomotive built by Americans; @USDOTFRA, any better way to celebrate Natl #Transportation Week? http://t.co/gsJ17ToMR2"
neutral,"RT @comfoodjustice: ""We need to work towards a better definition of what 'rural' means"" @RepJimCosta #FairFarmBill #FarmBill"
partisan,"Sen. Murray, ""...if you care about the deficit, you need to care about climate change."" http://t.co/aZt8Vr7TIV #ActOnClimate"
neutral,Getting our town hall meeting in Moapa Valley started! #nv04 http://t.co/kD3LzookiH
partisan,What are the President‰ŰŞs real priorities? Put Americans back to work or please the narrow environmental lobby? http://t.co/bzRpaHtye3
neutral,Spoke with students from Quincy High School's government classes this week on everything from the economy to ISIL. http://t.co/Sh4ShAzyHA
neutral,"President Reagan, 26 years ago today: http://t.co/iUXtunG1jd"
partisan,"RT @Cliff_Sims: .@SenShelby tees off on Obama administration: It‰ŰŞs time to say ‰Ű÷no‰ŰŞ to illegals, enforce the law http://t.co/heRn8v8lwl via‰Ű_"
partisan,"It took a nearly 13-hour filibuster, but congrats to @SenRandPaul for finally getting a response from the Administration #standwithrand"
neutral,And still violates #4thAmendment. RT @Gorman_Siobhan: House Intel Cmte restructuring of #NSA phone prgm sets up clash w/ Judiciary Cmte.
neutral,"Strengthening our nation‰ŰŞs infrastructure is not a Democratic or Republican issue, it just makes common sense. My... http://t.co/iqJFJWyv3D"
neutral,"Joined by Jeff Lennhardt, John &amp; Mitchell Murphy at #AndrewConnollyMakeADifferenceDay in Dubuque. http://t.co/5mPxAAwCfO"
neutral,Did you know closing White House tours is only 0.65% of the required cuts from sequester by Secret Service? http://t.co/SRJsW3wccd
neutral,I'll be on with @WeGotEd at 12:30 CST. Listen live here: http://t.co/WS19IDYqOD
neutral,"In a few mins, I'll be on the House Floor arguing against a #GOPshutdown, telling House Rs #EnoughAlready. Tune in at http://t.co/6TalXBpX5u"
partisan,"You are wrong, Sir. Check your facts. @jpdtiga @AFPNC:  ""You &amp; most @gop congressmen caved &amp; voted for a tax increase on the wealthy."""
neutral,"RT @HouseAppropsGOP: Chairman @RepHalRogers thanks @US_FDA for its decision to prohibit generic, crushable OxyContin from coming to market ‰Ű_"
partisan,"@CerebralGuild drug testing can prevent truck drivers &amp; doctors endangering others, deter teens&amp; prevent welfare being used 4 drugs,"
neutral,Proud to be an honorary member of @GreenMtnCollege Class of 2014! http://t.co/LHwQIeo0pz
partisan,"The #FarmBill includes language, I authored that states the #CWA was never intended to regulate water runoff on logging roads. #idpol"
partisan,Had the opportunity to talk education with some impressive Clemson student government members and faculty http://t.co/K0I8dwcm4z
partisan,Workers have used FMLA leave over 100 million times #WhatMothersNeed is #PaidFamilyLeave so more can use it to care for family
neutral,"‰ŰĎWI is full of John Millers ‰ŰŇ ordinary people with ingenuity, determination &amp; civic spirit to become not just successful business owners...‰Űť"
neutral,Pell grants &amp; student loans were what allowed my 6 siblings &amp; I to go to college after dad got sick &amp; had to leave his job #dontdoublemyrate
neutral,John attended the 9/11 Remembrance Ceremony today on the Capitol Steps. Read his 9/11 statement here: http://t.co/jJZMk1As7j #remember911
partisan,"@sschwarz07 OK. article U attached about so-called plight of Polar Bears proclaimed litany of ""could be"" horrible threats to bears, not real"
neutral,Watch @CSPAN live Tues as Senate Judiciary Committee holds hearing on constitutional amdt to #GetMoneyOut of politics. Start time 10:30am
partisan,"@izzysroses That is in your eyes, but if stated as fact U've made Ur whole case against prez suspect."
neutral,Joined Pres. Obama &amp; colleagues today in Statuary Hall at dedication of Rosa Parks' statue. She refused to move her seat - &amp; moved a nation!
neutral,Please keep everyone in #Oklahoma in your prayers as they endure another day of severe weather and outbreaks of tornados.
neutral,RT @BostonGlobe Editorial: Edward Markey is smart to advocate for fixing aging gas pipelines http://t.co/hI98480qoD
neutral,@livecut @KatHeinemann @MaryBonoMack @DanaRohrabacher @DarrellIssa was mistaken. In debate Dem leaders declared tax rates NOT permanent
partisan,My tribal bills passed @NatResources today. Local control &amp; economic self determination preferable to fed managers http://t.co/CSxqtFJ8k1
partisan,Sens. McConnell &amp; Paul engaging in a colloquy on Senate floor now on Obamacare's impact on Kentucky. Watch HERE.http://t.co/eCkqyGRE1C
partisan,"RT @AppropsDems: .@SanfordBishop: If we don't address sequestration, long-term effects on our economy will be devastating."
partisan,Pleased administration followed through on my request w @SenatorCardin to release home energy assistance federal funds as winter approaches.
neutral,@ZiaYusuf great to meet you too. Enjoyed our discussion.
neutral,"In case you missed it, a great story by @KPCC on the #CIRmeansjobs briefing I held this morning with @RepJeffDenham. http://t.co/BI99Xua8uU"
partisan,"41 years after #RoevWade, I am recommitting myself to passing laws that save the lives of unborn children &amp; protect women #prolife"
neutral,Ready to work w/ @DarrellIssa to finish job of restoring Postal Service to long-term solvency. Committed to getting this done in the #113th.
neutral,"On #VeteransDay, &amp; everyday,we must remember &amp;thank selfless #veterans who sacrificed so much 2 keep our nation safe https://t.co/taCqf2q0vr"
neutral,LIVE NOW: Honored to be presiding over House debate today: http://t.co/UXdw9ULflM
neutral,Happy to cosponsor legislation that would prevent knives on planes. .@TSA listened &amp; delayed knife rule change. http://t.co/aDljwCBQGX
neutral,@MatthewKalish You should have said hello.
partisan,Proud to stand with @Daddies &amp; all Oregon biz in the fight for #NoNetTax. New blog of my visit to @Daddies:  http://t.co/rtJoQSGRyP
partisan,Delaying #KeystoneXL could harm the environment. #Irony #TimeToDecide http://t.co/0Ggd8daRPS
